id,date,type,severity,affectedIndustry,country,lat,lng,responseTime,dataBreached,mitigationStrategy,financialImpact,org
1480,2024-06-27,DDoS,Critical,Government,Australia,-25.7288,133.443176,70 hours,"583,925 records",Encryption,$95.28M,Insider
1481,2016-01-01,Phishing,High,Retail,Russia,61.796563,105.46492,72 hours,"480,522 records",Antivirus,$70.40M,Unknown
1482,2015-03-11,SQL Injection,High,IT,Brazil,-14.189528,-51.255251,49 hours,"16,957 records",Firewall,$47.20M,Unknown
1483,2016-11-12,Ransomware,Medium,IT,France,45.912696,2.374758,7 hours,"316,228 records",VPN,$29.35M,Unknown
1484,2018-06-24,SQL Injection,Medium,Banking,Australia,-25.061546,134.167935,59 hours,"363,414 records",Antivirus,$20.28M,Insider
1485,2015-10-02,Man-in-the-Middle,High,Telecommunications,UK,54.692338,-3.084553,20 hours,"733,671 records",VPN,$71.90M,Insider
1486,2019-11-06,SQL Injection,Medium,Telecommunications,France,46.392617,1.975296,48 hours,"399,457 records",Firewall,$27.91M,Nation-state
1487,2017-03-31,DDoS,High,Government,China,35.759876,104.835518,8 hours,"171,772 records",Firewall,$57.34M,Nation-state
1488,2015-11-05,Phishing,Critical,Government,USA,38.252821,-96.201728,34 hours,"197,305 records",AI-based Detection,$82.40M,Insider
1489,2023-01-31,Ransomware,Medium,Healthcare,Russia,61.680486,104.82494,51 hours,"677,971 records",VPN,$15.08M,Insider
1490,2021-06-14,Man-in-the-Middle,High,Banking,India,20.404664,78.56281,66 hours,"942,454 records",VPN,$55.12M,Hacker Group
1491,2022-07-30,Ransomware,Medium,Government,Russia,60.94001,105.871746,54 hours,"211,205 records",Antivirus,$38.84M,Insider
1492,2024-06-21,Malware,High,Telecommunications,Japan,35.726491,137.951172,50 hours,"483,399 records",Antivirus,$42.79M,Insider
1493,2016-06-07,DDoS,Critical,Telecommunications,China,35.345734,104.299134,2 hours,"699,791 records",Encryption,$97.83M,Nation-state
1494,2019-06-28,Phishing,Medium,Education,Germany,50.878395,11.452413,39 hours,"679,314 records",Antivirus,$10.04M,Nation-state
1495,2020-09-11,SQL Injection,Critical,Retail,Brazil,-14.928496,-51.857727,58 hours,"466,897 records",VPN,$96.97M,Insider
1496,2024-03-08,SQL Injection,High,Healthcare,Brazil,-14.401611,-51.413121,69 hours,"175,957 records",Antivirus,$41.05M,Hacker Group
1497,2019-11-07,Ransomware,Medium,Government,India,20.783156,78.985431,15 hours,"912,202 records",VPN,$10.37M,Nation-state
1498,2019-01-18,DDoS,Medium,Education,Russia,61.330322,104.979009,54 hours,"985,398 records",Antivirus,$33.73M,Nation-state
1499,2023-03-23,SQL Injection,Low,Education,China,36.248551,104.115049,60 hours,"715,127 records",Antivirus,$4.18M,Nation-state
1500,2021-06-06,Malware,High,Retail,USA,37.858578,-95.700763,57 hours,"472,835 records",Encryption,$72.24M,Hacker Group
1501,2016-09-01,DDoS,Critical,Healthcare,Australia,-25.305919,133.390154,34 hours,"412,019 records",Antivirus,$98.25M,Unknown
1502,2021-07-10,SQL Injection,Critical,Retail,India,20.177795,79.399957,16 hours,"172,469 records",Antivirus,$85.69M,Insider
1503,2015-03-12,Phishing,Medium,Banking,UK,55.605416,-3.099167,21 hours,"893,284 records",AI-based Detection,$39.12M,Unknown
1504,2021-07-17,Malware,Critical,Telecommunications,India,20.718607,78.662725,23 hours,586 records,VPN,$82.66M,Hacker Group
1505,2017-09-12,Phishing,High,IT,Japan,36.203169,138.237144,1 hours,"845,169 records",VPN,$49.12M,Nation-state
1506,2018-02-07,Ransomware,Critical,Government,Germany,51.174596,10.375272,4 hours,"184,748 records",Firewall,$89.36M,Unknown
1507,2021-07-02,Malware,Critical,Healthcare,Japan,36.483313,139.252007,62 hours,"783,976 records",Firewall,$77.84M,Nation-state
1508,2015-09-22,Phishing,High,IT,France,46.410668,1.283626,15 hours,"282,583 records",VPN,$49.84M,Unknown
1509,2020-08-13,SQL Injection,Critical,Healthcare,Germany,50.748162,10.281039,16 hours,"591,828 records",Encryption,$96.31M,Unknown
1510,2018-01-19,SQL Injection,Medium,Government,India,19.691594,78.942002,1 hours,"27,344 records",VPN,$18.44M,Nation-state
1511,2024-02-12,Ransomware,Medium,Healthcare,Australia,-24.694003,133.81704,59 hours,"200,307 records",Antivirus,$18.16M,Unknown
1512,2018-04-07,Man-in-the-Middle,High,IT,China,36.527539,105.327269,10 hours,"528,411 records",AI-based Detection,$68.28M,Insider
1513,2015-01-10,Phishing,Critical,Banking,France,45.439335,1.196531,69 hours,"551,812 records",Encryption,$95.72M,Insider
1514,2019-04-13,SQL Injection,Critical,Education,Brazil,-14.527461,-51.775879,38 hours,"975,019 records",Firewall,$96.60M,Unknown
1515,2015-09-06,DDoS,Critical,Government,China,35.887808,104.814853,38 hours,"399,851 records",VPN,$97.15M,Nation-state
1516,2024-10-22,Ransomware,Critical,Government,India,20.20143,79.241419,21 hours,"998,833 records",Firewall,$79.30M,Hacker Group
1517,2017-04-24,Man-in-the-Middle,Critical,Education,France,46.841944,2.925262,4 hours,"517,640 records",Firewall,$76.35M,Hacker Group
1518,2023-02-06,DDoS,Medium,Banking,Russia,61.654846,105.555729,65 hours,"615,332 records",AI-based Detection,$33.51M,Hacker Group
1519,2017-05-19,SQL Injection,Critical,Healthcare,France,45.276032,2.625933,21 hours,"592,364 records",Antivirus,$96.08M,Insider
1520,2020-10-05,Phishing,Medium,Education,China,35.374404,104.719092,46 hours,"943,680 records",AI-based Detection,$33.69M,Insider
1521,2017-07-18,Man-in-the-Middle,Medium,Retail,Brazil,-14.915776,-52.289035,53 hours,"506,551 records",Antivirus,$17.99M,Unknown
1522,2022-08-13,Ransomware,Critical,Government,Japan,36.620774,138.476859,59 hours,"122,651 records",AI-based Detection,$86.84M,Insider
1523,2018-09-09,Man-in-the-Middle,Critical,Retail,USA,38.974072,-95.893266,68 hours,"459,039 records",Firewall,$97.62M,Nation-state
1524,2021-10-19,Ransomware,Medium,IT,Germany,50.890415,11.180044,25 hours,"176,331 records",Antivirus,$25.85M,Insider
1525,2018-06-16,Ransomware,Medium,Healthcare,USA,39.210929,-96.924309,20 hours,"543,437 records",Firewall,$27.37M,Unknown
1526,2022-01-01,SQL Injection,Medium,Telecommunications,Germany,52.303243,9.995155,47 hours,"859,311 records",AI-based Detection,$29.02M,Insider
1527,2018-06-28,DDoS,Critical,Retail,USA,39.088568,-95.206841,48 hours,"877,041 records",VPN,$90.78M,Unknown
1528,2022-07-07,Ransomware,High,Healthcare,France,46.144081,2.605143,47 hours,"657,939 records",Antivirus,$42.33M,Nation-state
1529,2019-09-01,DDoS,Critical,Banking,Japan,37.094619,138.521514,20 hours,"920,270 records",Antivirus,$81.89M,Nation-state
1530,2015-11-22,Ransomware,High,Healthcare,USA,38.803671,-96.421711,60 hours,"905,935 records",VPN,$43.81M,Unknown
1531,2019-06-08,Malware,Critical,Telecommunications,Australia,-24.795648,133.852079,31 hours,"217,863 records",VPN,$93.71M,Insider
1532,2020-03-01,Man-in-the-Middle,High,Government,UK,54.942455,-3.352817,35 hours,"930,468 records",AI-based Detection,$54.29M,Insider
1533,2022-05-16,Phishing,High,Healthcare,Japan,35.664713,137.647394,15 hours,"179,545 records",Encryption,$55.72M,Unknown
1534,2023-10-30,Ransomware,Low,Retail,India,19.702159,78.262061,40 hours,"582,097 records",Antivirus,$5.57M,Insider
1535,2023-10-12,SQL Injection,High,Banking,France,47.040824,2.72253,21 hours,"360,752 records",Antivirus,$48.10M,Unknown
1536,2020-03-03,Phishing,Medium,Retail,India,20.711488,78.791923,13 hours,"907,128 records",Antivirus,$25.79M,Insider
1537,2024-02-07,Man-in-the-Middle,Medium,Banking,UK,55.013833,-2.52584,64 hours,"817,793 records",VPN,$14.84M,Hacker Group
1538,2024-12-22,Malware,Critical,Healthcare,China,35.661652,105.50601,27 hours,"922,209 records",Antivirus,$85.76M,Nation-state
1539,2019-12-25,DDoS,Medium,Retail,USA,37.83567,-95.757078,42 hours,"411,707 records",VPN,$18.76M,Insider
1540,2020-03-20,Phishing,Medium,Healthcare,India,20.181074,78.893572,32 hours,"847,958 records",Firewall,$38.19M,Insider
1541,2015-03-18,Man-in-the-Middle,Medium,Banking,India,20.593424,79.042443,37 hours,"187,807 records",VPN,$38.10M,Nation-state
1542,2024-08-26,SQL Injection,Medium,Telecommunications,China,36.350346,104.075433,52 hours,"637,350 records",Antivirus,$10.18M,Unknown
1543,2024-04-29,SQL Injection,Medium,IT,China,35.944103,103.415867,65 hours,"237,068 records",Encryption,$36.27M,Hacker Group
1544,2022-03-19,Ransomware,Critical,Government,Australia,-25.289744,133.896016,63 hours,"819,812 records",Encryption,$92.07M,Nation-state
1545,2023-12-26,SQL Injection,High,Healthcare,Brazil,-13.604028,-51.419751,72 hours,"434,510 records",Firewall,$72.90M,Hacker Group
1546,2019-08-28,DDoS,High,Telecommunications,USA,38.672742,-95.74247,14 hours,"513,601 records",VPN,$57.52M,Nation-state
1547,2015-07-04,Malware,Low,Healthcare,Japan,35.533885,138.742027,40 hours,"821,803 records",Firewall,$5.79M,Unknown
1548,2020-09-04,Man-in-the-Middle,Medium,IT,Russia,61.544555,105.724973,30 hours,"12,585 records",Antivirus,$14.68M,Unknown
1549,2020-10-24,Man-in-the-Middle,Medium,Telecommunications,Russia,61.854459,105.387677,52 hours,"405,253 records",Antivirus,$10.12M,Hacker Group
1550,2017-05-06,DDoS,Critical,IT,Japan,35.833056,137.851085,15 hours,"703,035 records",Firewall,$86.89M,Unknown
1551,2022-06-17,Phishing,Low,Government,Australia,-25.874038,134.050425,70 hours,"580,402 records",VPN,$9.84M,Nation-state
1552,2017-09-14,Man-in-the-Middle,High,Education,France,46.474948,2.167698,51 hours,"640,572 records",Firewall,$49.94M,Hacker Group
1553,2023-03-15,Phishing,Critical,Banking,Japan,35.80851,137.852886,55 hours,"85,528 records",VPN,$75.13M,Hacker Group
1554,2024-12-15,Malware,Medium,Healthcare,UK,56.024488,-3.298368,64 hours,"79,940 records",Firewall,$33.21M,Unknown
1555,2023-11-02,SQL Injection,High,Telecommunications,China,34.968815,103.620881,50 hours,"215,401 records",VPN,$54.41M,Hacker Group
1556,2018-09-20,Malware,High,IT,France,45.737993,2.061667,26 hours,"450,313 records",AI-based Detection,$59.56M,Nation-state
1557,2016-04-03,Malware,High,Retail,Australia,-25.359372,134.273089,10 hours,"461,668 records",Firewall,$45.71M,Nation-state
1558,2021-08-26,Man-in-the-Middle,Low,Banking,France,45.032114,2.05581,34 hours,"71,156 records",Encryption,$4.94M,Insider
1559,2017-09-07,Ransomware,Critical,Government,India,20.412887,78.779599,39 hours,"201,732 records",Antivirus,$89.47M,Unknown
1560,2018-07-10,Man-in-the-Middle,High,Government,Russia,60.803568,106.006538,44 hours,"322,132 records",Encryption,$45.91M,Nation-state
1561,2021-08-19,Phishing,Critical,Banking,Japan,37.04363,138.095489,16 hours,"854,309 records",Antivirus,$82.85M,Insider
1562,2016-03-28,Phishing,Critical,Retail,USA,39.385682,-95.340459,7 hours,"998,085 records",VPN,$89.85M,Insider
1563,2018-08-26,Malware,Medium,IT,France,46.508207,1.647248,13 hours,"479,628 records",VPN,$10.81M,Insider
1564,2022-08-13,Malware,Medium,Healthcare,Russia,61.147482,105.317569,33 hours,"554,162 records",Encryption,$34.32M,Insider
1565,2022-11-16,Phishing,Critical,Government,USA,39.05288,-95.824263,5 hours,"653,402 records",Firewall,$92.54M,Hacker Group
1566,2016-05-14,Man-in-the-Middle,High,Government,UK,55.277391,-3.734426,14 hours,"119,785 records",Encryption,$62.90M,Hacker Group
1567,2018-01-09,DDoS,High,Banking,Germany,52.332336,10.88832,35 hours,"754,656 records",VPN,$48.76M,Hacker Group
1568,2016-03-10,Malware,High,Retail,USA,38.878126,-96.656769,37 hours,"848,855 records",VPN,$41.11M,Unknown
1569,2021-06-02,SQL Injection,High,Healthcare,China,36.059044,104.488715,10 hours,"328,454 records",VPN,$57.20M,Nation-state
1570,2018-12-12,DDoS,Medium,Education,Russia,62.453956,105.70396,15 hours,"510,702 records",Firewall,$13.13M,Hacker Group
1571,2015-08-12,Man-in-the-Middle,Medium,Education,Australia,-25.152122,134.414555,70 hours,"248,083 records",Encryption,$20.96M,Hacker Group
1572,2023-08-01,DDoS,High,Government,Brazil,-13.593118,-51.405549,24 hours,"746,425 records",VPN,$42.75M,Unknown
1573,2018-10-08,Ransomware,Critical,Education,Japan,36.277516,138.984766,17 hours,"336,607 records",AI-based Detection,$82.89M,Unknown
1574,2021-10-01,Ransomware,Medium,Government,Brazil,-13.958441,-52.370447,72 hours,"570,810 records",Firewall,$21.21M,Insider
1575,2020-08-15,Malware,Medium,Banking,France,45.430388,1.104246,13 hours,"162,930 records",Firewall,$12.25M,Insider
1576,2015-10-30,SQL Injection,High,Education,Japan,35.787351,137.75962,43 hours,"244,406 records",VPN,$61.87M,Nation-state
1577,2016-04-13,DDoS,High,Education,Japan,35.541397,137.898122,20 hours,"604,557 records",Encryption,$71.12M,Nation-state
1578,2024-05-29,Man-in-the-Middle,Medium,Education,Germany,51.010176,10.01428,36 hours,"313,397 records",AI-based Detection,$26.58M,Hacker Group
1579,2023-01-24,Malware,Low,Retail,Australia,-24.476233,133.392777,21 hours,"696,902 records",Encryption,$5.24M,Nation-state
1580,2024-05-03,Phishing,Medium,Banking,UK,54.580445,-4.425874,72 hours,"156,576 records",VPN,$30.39M,Hacker Group
1581,2020-10-08,Phishing,High,Healthcare,UK,55.142905,-3.036509,71 hours,"843,310 records",Antivirus,$66.55M,Hacker Group
1582,2016-06-14,DDoS,Critical,Telecommunications,China,35.3159,103.222842,4 hours,"281,862 records",AI-based Detection,$83.02M,Insider
1583,2024-07-29,Ransomware,Critical,IT,India,19.768637,79.408944,23 hours,"526,308 records",Antivirus,$88.23M,Insider
1584,2018-04-05,DDoS,Low,IT,Russia,61.792566,105.391912,35 hours,"826,924 records",VPN,$5.18M,Insider
1585,2024-03-08,DDoS,Medium,IT,China,36.360696,104.635883,26 hours,"928,751 records",Encryption,$13.77M,Insider
1586,2021-04-13,Ransomware,Medium,Education,China,36.489396,105.020208,53 hours,"304,804 records",AI-based Detection,$21.90M,Hacker Group
1587,2024-12-11,Man-in-the-Middle,Medium,Education,Brazil,-14.505246,-51.898791,48 hours,"960,625 records",Firewall,$34.42M,Nation-state
1588,2019-02-20,Ransomware,High,Government,France,45.060321,1.586614,28 hours,"264,088 records",AI-based Detection,$57.90M,Unknown
1589,2022-06-17,Phishing,High,Healthcare,Australia,-25.253716,133.783015,45 hours,"633,750 records",Antivirus,$61.97M,Insider
1590,2021-06-06,Ransomware,High,Healthcare,China,35.638921,103.827172,17 hours,"255,531 records",Firewall,$56.11M,Unknown
1591,2018-03-29,Ransomware,High,Banking,Australia,-25.183268,134.031321,38 hours,"874,035 records",Antivirus,$50.64M,Insider
1592,2017-03-25,DDoS,High,Healthcare,USA,39.498849,-96.616368,55 hours,"632,431 records",VPN,$64.99M,Insider
1593,2018-11-10,Ransomware,High,Education,Brazil,-13.551152,-52.737819,56 hours,"939,146 records",Firewall,$69.04M,Nation-state
1594,2022-04-02,Man-in-the-Middle,Medium,Retail,India,20.186772,79.37773,37 hours,"633,855 records",Antivirus,$13.82M,Hacker Group
1595,2016-08-30,Malware,Medium,Government,Australia,-25.469567,133.737544,62 hours,"686,176 records",Firewall,$22.48M,Nation-state
1596,2022-03-15,Malware,Medium,Retail,China,35.865201,104.651837,17 hours,"561,807 records",Antivirus,$11.31M,Unknown
1597,2023-08-26,SQL Injection,High,Government,India,21.375221,78.799803,66 hours,"15,768 records",VPN,$60.53M,Unknown
1598,2019-10-24,Malware,Critical,Healthcare,Germany,50.552865,10.382693,45 hours,"32,423 records",Antivirus,$98.45M,Hacker Group
1599,2021-12-23,SQL Injection,Critical,IT,China,36.5367,104.116016,61 hours,"329,378 records",VPN,$97.06M,Nation-state
1600,2020-03-14,Phishing,High,Healthcare,India,20.796758,78.538943,17 hours,"541,451 records",Encryption,$64.70M,Hacker Group
1601,2020-04-22,Man-in-the-Middle,Low,Education,China,35.208144,104.036557,71 hours,"255,393 records",Encryption,$1.05M,Unknown
1602,2017-04-18,Phishing,Critical,Government,Japan,37.342727,137.632072,9 hours,"141,115 records",AI-based Detection,$89.97M,Hacker Group
1603,2015-10-18,Man-in-the-Middle,High,Telecommunications,India,20.304016,78.507911,11 hours,"358,210 records",AI-based Detection,$48.58M,Nation-state
1604,2023-05-02,Man-in-the-Middle,Medium,Education,Japan,36.081414,138.547531,22 hours,"60,322 records",VPN,$16.42M,Insider
1605,2019-10-08,Ransomware,Medium,Government,China,35.64349,103.705217,11 hours,"555,153 records",Encryption,$15.42M,Unknown
1606,2018-05-17,SQL Injection,High,Healthcare,India,19.61447,78.366581,18 hours,"98,266 records",Firewall,$47.15M,Insider
1607,2019-04-23,Man-in-the-Middle,High,IT,Russia,61.964102,105.865864,58 hours,"633,511 records",VPN,$52.80M,Insider
1608,2015-08-08,Man-in-the-Middle,High,Banking,UK,54.779338,-3.532877,28 hours,"976,213 records",Firewall,$64.88M,Unknown
1609,2016-10-11,DDoS,Critical,Telecommunications,Brazil,-14.360693,-52.371385,21 hours,"838,739 records",VPN,$94.10M,Unknown
1610,2023-05-23,Ransomware,Medium,IT,China,35.54164,103.970363,17 hours,"367,503 records",Encryption,$23.18M,Nation-state
1611,2018-05-18,Ransomware,Medium,Education,China,35.910293,104.474185,59 hours,"598,614 records",VPN,$17.44M,Insider
1612,2022-11-18,Phishing,Medium,Retail,France,46.708027,2.563117,41 hours,"629,571 records",VPN,$22.72M,Hacker Group
1613,2021-06-30,Man-in-the-Middle,High,Education,Japan,36.850791,138.471855,71 hours,"834,355 records",AI-based Detection,$69.99M,Nation-state
1614,2020-09-04,Man-in-the-Middle,Critical,IT,USA,37.979286,-96.095538,3 hours,"731,495 records",Antivirus,$87.88M,Nation-state
1615,2020-03-29,SQL Injection,High,Retail,UK,55.302138,-4.458965,63 hours,"354,637 records",VPN,$69.91M,Insider
1616,2020-09-24,Ransomware,Medium,Banking,USA,38.935318,-95.429508,27 hours,"60,428 records",Antivirus,$27.45M,Nation-state
1617,2024-10-30,DDoS,Medium,Retail,China,36.3478,104.375988,11 hours,"95,351 records",Antivirus,$13.17M,Nation-state
1618,2020-09-28,Phishing,High,Retail,Brazil,-14.352845,-50.665559,3 hours,"826,159 records",VPN,$50.99M,Insider
1619,2020-03-07,SQL Injection,High,Healthcare,France,46.224193,2.312936,32 hours,"234,301 records",AI-based Detection,$66.92M,Insider
1620,2020-12-31,Phishing,Medium,Healthcare,UK,55.90375,-3.160661,71 hours,"551,014 records",Firewall,$39.47M,Nation-state
1621,2017-08-09,SQL Injection,Low,Telecommunications,Brazil,-13.89932,-52.804786,61 hours,"809,757 records",VPN,$4.35M,Nation-state
1622,2017-10-01,Malware,Medium,Healthcare,UK,56.172222,-3.657385,47 hours,"612,319 records",Antivirus,$24.06M,Unknown
1623,2015-12-02,Phishing,Medium,Telecommunications,UK,55.56792,-2.996009,41 hours,"312,051 records",VPN,$21.80M,Nation-state
1624,2018-05-06,Phishing,Critical,Banking,USA,37.852056,-96.708283,46 hours,"279,786 records",VPN,$89.74M,Insider
1625,2016-12-26,Phishing,High,Government,Australia,-24.350842,133.278681,13 hours,"847,817 records",Firewall,$72.34M,Hacker Group
1626,2016-01-07,Man-in-the-Middle,Medium,Education,Australia,-25.304468,132.895755,12 hours,"382,682 records",Firewall,$37.48M,Nation-state
1627,2021-10-05,Phishing,Medium,IT,USA,39.404311,-94.820218,47 hours,"159,917 records",Antivirus,$38.20M,Insider
1628,2023-07-29,Man-in-the-Middle,Critical,Government,France,46.23474,2.147964,68 hours,"841,548 records",Firewall,$85.85M,Unknown
1629,2017-03-10,DDoS,Low,Healthcare,Japan,35.959791,138.82836,24 hours,"751,586 records",AI-based Detection,$5.50M,Nation-state
1630,2024-08-24,Man-in-the-Middle,High,Banking,Germany,50.534163,10.240489,2 hours,"680,154 records",Firewall,$53.51M,Nation-state
1631,2023-01-16,Phishing,Medium,Education,France,45.549612,2.056269,42 hours,"978,508 records",Firewall,$37.38M,Insider
